76231,"On July 13, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on July 13, 2009 in the 8th District involving an off-duty Chicago Police Department (CPD) Officer. It was alleged that the Officer was intoxicated and intentionally discharged his weapon. Based on a mediation, the accused officer agreed to accept IPRAs finding of SUSTAINED for all allegations and a thirty (30) day suspension.",1
76762,"In an incident involving forty-four on-duty CPD members (Officers A- Z and A1 R1), a Lieutenant, a Sergeant, three Detectives (Detective 1, 2, and 3) and Victim, it was alleged that Officers A, B, C, D, L, U, V, W, X and the Lieutenant violated the Chicago Police Departments pursuit policy. It is also alleged that Officer E, F, G, H, I, J, K, M, N, O, P, Q, R, S, Y, Z, A1, B1,C1, D1, E1, F1, G1, H1, I1, J1, K1, L1, M1, N1, 01, P1, Q1, R1, the Sergeant, Detective 1, Detective 2, and Detective 3 violated the Chicago Police Departments pursuit policy, left their duty assignments without authorization, and failed to notify the OEMC that they were responding as assist units. Finally, it is alleged that Officer T violated the Chicago Police Departments pursuit policy, left his duty assignments without authorization, failed to notify the OEMC that he was responding as an assist unit, violated Chicago Police Departments use of deadly force policy by shooting the Victim without justification, and violated a Chicago Police Department General Order by failing to remain on the scene to report to the watch commander after discharging his weapon.",1
92008,"In an incident involving Officer A it was alleged that Officer A pointed his weapon, used profanity and a racial slur, and threatened Subject 1, as well as, engaged in a verbal and physical altercation with Subject 2.",1
105114,"Detective A alleges that her ex-husband, Lieutenant A, struck Detective A with his vehicle and slammed a door, causing it to strike Detective A. Detective A and Lieutenant A both allege that the other failed to notify the Chicago Police Department that Lieutenant A was under investigation by the Department of Children and Family Services.",1
98664,"In an incident involving three on-duty CPD Officers (A and B and an Unknown Officer), and a Subject, it was alleged that, after being stopped during a routine patrol, Officers A and B used intimidation tactics to persuade the Subject to plead guilty for an upcoming case, failed to thoroughly complete a field contact card, and failed to make proper notifications regarding their Subject. Additional allegations against Officer B included that he pulled the Subjects hair, punched him in the face, and threatened to shoot the Subject. It was further alleged that the Unknown Officer also threatened to shoot the Subject.",0
102144,"In an incident involving an on-duty CPD Officer, it was alleged that the Officer was inattentive to duty because she unintentionally discharged her Taser.",1
99357,"In an incident involving an on-duty CPD Officer, the Officer was alleged to have been inattentive to duty when he accidentally discharged his Taser.",1
78804,"An incident involving two on-duty CPD Officers (A and B) and Victim. It was alleged that Officer A disabled and caused damage to Victims vehicle, made unnecessary physical contact with victim, made threats to Victim, harassed Victim, went outside of his assigned district, failed to notify the department that he was a party involved in an Order of Protection and violated such order, used profanities toward Victim, drove in a threatening and reckless manner, and vandalized the windows of the Victims residence. Officer B was alleged to have gone outside of his district without cause.",1
85377,"An incident involving three on-duty Chicago Police Officers Officers A, B, and Unknown Officer C and Complainant. It was alleged that Officer A pointed his weapon, directed profanities, and refused to identify himself to Complainant upon request. Officer B is alleged to have used improper force and directed profanities toward Complainant, refused to identify himself, and failed to complete a tactical response report (TRR). Unknown Officer C was accused of failing to register a complaint on behalf of Complainant.",1
99880,"In an incident involving Officers A and B and other officers, it was alleged that Officer A used deadly force by firing his weapon 16 times at a moving car in order to stop its driver from running over a citizen whom Officer A believed was being dragged. In addition, it was alleged that Officer B failed to complete and submit a Tactical Response Report (TRR) regarding his use of force during an encounter with one of the youths that was arrested during this incident.",1
53928,"On 13 May 2006, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 22nd District, in which an off-duty Chicago Police Department officer was alleged to have harassed, verbally abused, threatened death against, and challenged a fellow department member to a physical altercation, and on a separate occasion to have removed personal property from the fellow members personal vehicle. It is further alleged that the accused officer verbally abused and threatened bodily harm against a private citizen. Based on audio footage, corroborating witness statements, and admissions by the accused member, IPRA recommended to SUSTAIN the following allegations against the accused officer: that he harassed, verbally abused, and threatened death against a fellow officer, as well as attempted to provoke said officer into a physical altercation, and threatened bodily harm against a private citizen. The accused member denied the allegation that he entered the vehicle of a fellow department member and removed personal effects, and because there were no witness statements nor material evidence to support it, IPRA recommended to NOT SUSTAIN this allegation. IPRA recommended a seven (7) day suspension for the accused member.",1
89950,"In an incident involving four on-duty CPD Officers (A, B, C, and D), an unknown on-duty CPD officer (E) and five Complainants (1,2,3,4,and 5), Officers A and D were alleged to have directed profanities at the Complainants, knocked Complainant 1s head on a table, pushed Complainant 1 against a fence several times, punched Complainant 1 several times about the face and body, banged Complainant 1s head several times against the back window of a police vehicle, entered Complainant 1s residence without justification, handcuffed Complainant 1 too tightly, punched Complainant 1 in the face and groin several times, and failed to complete a Tactical Response Report (TRR). It was further alleged that Officers B and C struck Complainant 2 with an object several times about the body and made improper racial comments to Complainant 2. Finally, it was alleged that Officer E directed profanities at the Complainants, knocked Complainant 1s head on a table, pushed Complainant 1 against a fence several times, punched Complainant 1 several times about the face and body, banged Complainant 1s head several times against the back window of a police vehicle, broke Complainant 1s rear view mirror to his vehicle, handcuffed Complainant 3 too tightly and refused to loosen the handcuffs, made improper racial remarks to Complainant 4 and Complainant 2, handcuffed Complainant 1 too tightly and punched Complainant 1 in the face and groin several times.",0
50609,"On 29 November 2005, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards) regarding an incident that occurred in the 11th District, in which an off-duty Chicago Police Department officer working a security position allegedly physically abused, grabbed, and threatened the first complainant; said accused member allegedly pushed a second complainant; and failed to complete a Tactical Response Report. Based on corroborating witness statements and the accused members admissions, IPRA recommended to SUSTAIN the following allegations: that the accused pushed the first complainants head against a wall; threatened bodily harm against said complainant; grabbed and pushed the first complainant in an empty classroom; pushed said complainant against a large metal file cabinet; punched the head of the complainant causing it to strike a bathroom door; pushed the second complainant; failed to complete a Tactical Response Report; and engaged in conduct bringing discredit and disrepute to the Department. IPRA recommended a ten (10) day suspension for the accused member.",1
77815,"On September 9, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on September 9, 2009 in the 8th District, involving an on- duty Chicago Police Department (CPD) Officer. It was alleged that the accused Officer was inattentive to duty in that he accidentally discharged his weapon. Based upon a mediation, the accused Officer agreed to accept IPRAs finding of SUSTAINED and a Written Reprimand.",1
71588,"On October 25, 2008, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on October 25, 2008 in the 4th District involving three on- duty Chicago Police Department (CPD) Officers (Officers A, B and C). It was alleged that an Officer A was inattentive to duty in that he failed to secure a shotgun; and was inattentive to duty in that he accidentally discharged a shotgun. It was alleged that an Officer B was inattentive to duty in that he failed to secure a shotgun. It was alleged that an Officer C was inattentive to duty in that he failed to secure a shotgun. Based on a mediation, Officers A, B, and C agreed to accept IPRAs finding of SUSTAINED for all allegations and a written reprimand.",1
80221,"Complainant and Civilian 1 were involved in a physical altercation outside of Restaurant A. A woman claimed that the assailants were Chicago police officers. Officers A, B, and C responded to the scene. They did not search for witnesses, did not properly document the encounter, and did not render aid.",0
77307,"On August 12th, 2009, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident involving seven on-duty Chicago Police Officers (Officers A, B, C, D, E, F, and G) and two CPD Sergeants (Sergeants H and I) that occurred on August 12th, 2009 in the 22nd District. It was alleged that Officer A displayed his weapon without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; instructed Victims A, B, and C to kneel for an extended amount of time at Location B; verbally abused Victims A, B, and C at Location B; threatened Victims A, B, and C at Location B; punched Victim A while en route to the Police District Station; kicked Victim C while en route to the Police District Station; verbally abused Victims A, B, and C while en route to the Police District Station; threatened Victims A, B and C while en route to the Police District Station; failed to complete contact cards for Victims A and B; verbally abused Victim A at the Police District Station; threatened Victim A at the Police District Station; falsely arrested Victim A at the Police District Station; disobeyed an order by a Supervisor to complete a Tactical Response report (TRR) and contact his immediate Supervisor at the Police District Station; failed to complete a TRR; and violated a Department Order in that he investigated a crime where a family member was a victim of a crime. It was alleged that Officers B, C, D, and E displayed their weapon(s) without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; had knowledge of misconduct on the part of a Department Member and failed to report it; had knowledge of misconduct on the part of a Department Member and failed to report it; and failed to complete contact cards for Victims A and B. It was alleged that Officers F and G had knowledge of misconduct on the part of a Department Member and failed to report it. It was alleged that Sergeants H and I failed to initiate a Log Number after being advised of misconduct on the part of a Department Member. Based on statements from the accused Members, the Victims, witnesses, Department reports, photographs and video footage, IPRA recommended to NOT SUSTAIN the allegations that Officer A displayed his weapon without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; instructed Victims A, B, and C to kneel for an extended amount of time at Location B; verbally abused Victims A, B, and C at Location B; threatened Victims A, B, and C at Location B; punched Victim A while en route to the Police District Station; kicked Victim C while en route to the Police District Station; verbally abused Victims A, B, and C while en route to the Police District Station; threatened Victims A, B and C while en route to the Police District Station; verbally abused Victim A at the Police District Station; threatened Victim A at the Police District Station; and falsely arrested Victim A at the Police District Station. IPRA recommended to NOT SUSTAIN the allegations that Officers B, C, D, and E displayed their weapon(s) without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; had knowledge of misconduct on the part of a Department Member and failed to report it. IPRA recommended to UNFOUND the allegation that Officers B, C, D, and E failed to complete contact cards for Victims A and B. IPRA recommended to UNFOUND the allegation that Officers F and G had knowledge of misconduct on the part of a Department Member and failed to report it. IPRA recommended to UNFOUND the allegation that Sergeant I failed to initiate a Log Number after being advised of misconduct on the part of a Department Member. Officer A agreed through mediation to accept IPRAs finding of SUSTAINED for the allegations that he failed to complete contact cards for Victims A and B; disobeyed an order by a Supervisor to complete at Tactical Response report (TRR) and contact his immediate Supervisor at the Police District Station; failed to complete a TRR; and violated a Department Order in that he investigated a crime where a family member was a victim of a crime. Based upon a mediation, Sergeant H agreed to accept IPRAs finding of SUSTAINED for the allegation that he failed to initiate a Log Number after being advised of misconduct on the part of a Department Member. Officer A received a suspension of five (5) days. Sergeant H received a written reprimand.",1
56186,"On 02 September 2006, a complaint was registered with the Independent Police Review Authority (IPRA, formerly known as the Office of Professional Standards), regarding an incident that occurred in the 8th District, in which three Chicago Police Department officers allegedly handled physical evidence before it was processed by a forensic investigator, failed to wear rubber gloves before touching physical evidence, and failed to immediately notify a supervisor of their handling of the evidence. Based on admissions made by all three accused members, IPRA recommended to SUSTAIN all of the allegations made against each accused. IPRA recommended that the first accused officer receive a five (5) day suspension, the second accused officer receive a three (3) day suspension, and that the third accused officer, receive a two (2) day suspension.",1
74864,"On March 28, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding incidents that occurred on March 26, 2009 in the 25th District involving two on-duty Chicago Police Department (CPD) Officers (Officers A and B). It was alleged that Officer A directed profanities at the Complainant; pushed and/or took the Complainant to the ground without justification; failed to complete a Tactical Response Report (TRR) for the Complainant; falsely arrested the Complainant; completed false CPD reports relative to the Complainants arrest; later provided IPRA with a false statement; and brought discredit upon the CPD by his overall actions during the incident. It was alleged that Officer B observed and/or was aware of misconduct by a fellow Officer and failed to report it to the CPD; falsely arrested the Complainant; completed false CPD reports relative to the Complainants arrest; and brought discredit upon the CPD by her overall actions during the incident. Based on statements from the accused Officers, Complainant and witnesses, surveillance video footage; and OEMC and Department reports, IPRA recommended a finding of NOT SUSTAINED for the allegation that Officer A directed profanities at the Complainant. IPRA recommended to SUSTAIN the allegations that Officer A pushed and/or took the Complainant to the ground without justification; failed to complete a TRR; falsely arrested the Complainant; completed false CPD reports relative to the Complainants arrest; later provided IPRA with a false statement; and brought discredit upon the CPD by his overall actions during the incident. IPRA recommended to SUSTAIN the allegations that Officer B observed and/or was aware of misconduct by a fellow Officer and failed to report it to the CPD; falsely arrested the Complainant; completed false CPD reports relative to the Complainants arrest; and brought discredit upon the CPD by her overall actions during the incident. IPRA recommended separation from the department for both Officers A and B.",0
95292,"In an incident involving two on-duty CPD Officers (Officer A and Officer B), an on-duty CPD Sergeant and a Complainant, it was alleged that, while responding to a domestic dispute, Officer A and B directed profanities at the Complainant, grabbed, yanked and twisted Complainants arm behind his back. It was further alleged that the Sergeant failed to register a complaint against Officers A and B on behalf of the Complainant.",0
77307,"On August 12th, 2009, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident involving seven on-duty Chicago Police Officers (Officers A, B, C, D, E, F, and G) and two CPD Sergeants (Sergeants H and I) that occurred on August 12th, 2009 in the 22nd District. It was alleged that Officer A displayed his weapon without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; instructed Victims A, B, and C to kneel for an extended amount of time at Location B; verbally abused Victims A, B, and C at Location B; threatened Victims A, B, and C at Location B; punched Victim A while en route to the Police District Station; kicked Victim C while en route to the Police District Station; verbally abused Victims A, B, and C while en route to the Police District Station; threatened Victims A, B and C while en route to the Police District Station; failed to complete contact cards for Victims A and B; verbally abused Victim A at the Police District Station; threatened Victim A at the Police District Station; falsely arrested Victim A at the Police District Station; disobeyed an order by a Supervisor to complete a Tactical Response report (TRR) and contact his immediate Supervisor at the Police District Station; failed to complete a TRR; and violated a Department Order in that he investigated a crime where a family member was a victim of a crime. It was alleged that Officers B, C, D, and E displayed their weapon(s) without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; had knowledge of misconduct on the part of a Department Member and failed to report it; had knowledge of misconduct on the part of a Department Member and failed to report it; and failed to complete contact cards for Victims A and B. It was alleged that Officers F and G had knowledge of misconduct on the part of a Department Member and failed to report it. It was alleged that Sergeants H and I failed to initiate a Log Number after being advised of misconduct on the part of a Department Member. Based on statements from the accused Members, the Victims, witnesses, Department reports, photographs and video footage, IPRA recommended to NOT SUSTAIN the allegations that Officer A displayed his weapon without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; instructed Victims A, B, and C to kneel for an extended amount of time at Location B; verbally abused Victims A, B, and C at Location B; threatened Victims A, B, and C at Location B; punched Victim A while en route to the Police District Station; kicked Victim C while en route to the Police District Station; verbally abused Victims A, B, and C while en route to the Police District Station; threatened Victims A, B and C while en route to the Police District Station; verbally abused Victim A at the Police District Station; threatened Victim A at the Police District Station; and falsely arrested Victim A at the Police District Station. IPRA recommended to NOT SUSTAIN the allegations that Officers B, C, D, and E displayed their weapon(s) without justification at Location A; pushed Victim A against the wall at Location A; pushed Victim B against the wall at Location A; pushed Victim C against the wall at Location A; handcuffed Victim A without justification at Location A; handcuffed Victim B without justification at Location A; handcuffed Victim C without justification at Location A; had knowledge of misconduct on the part of a Department Member and failed to report it. IPRA recommended to UNFOUND the allegation that Officers B, C, D, and E failed to complete contact cards for Victims A and B. IPRA recommended to UNFOUND the allegation that Officers F and G had knowledge of misconduct on the part of a Department Member and failed to report it. IPRA recommended to UNFOUND the allegation that Sergeant I failed to initiate a Log Number after being advised of misconduct on the part of a Department Member. Officer A agreed through mediation to accept IPRAs finding of SUSTAINED for the allegations that he failed to complete contact cards for Victims A and B; disobeyed an order by a Supervisor to complete at Tactical Response report (TRR) and contact his immediate Supervisor at the Police District Station; failed to complete a TRR; and violated a Department Order in that he investigated a crime where a family member was a victim of a crime. Based upon a mediation, Sergeant H agreed to accept IPRAs finding of SUSTAINED for the allegation that he failed to initiate a Log Number after being advised of misconduct on the part of a Department Member. Officer A received a suspension of five (5) days. Sergeant H received a written reprimand.",0
79115,"In an incident involving two off-duty CPD Officers (A and B) and three Complainants/adopted minor children (1, 2, and 3), it was alleged that, during the course of several law enforcement investigations regarding the abuse and/or neglect of Officer Bs three adopted minor children, Officer A made false reports to medical personnel and/or law enforcement, physically maltreated Complainant 1/adopted minor child on an unspecified time and date between June and July of 2008, physically maltreated Complainant 1/adopted minor child on April 29, 2009, November 13, 2009, one week prior to November 15, 2009, and one month prior to November 15, 2009. Officer A is also alleged to have physically maltreated Complainant 2/adopted minor child on February 24, 2009, on or about November 15, 2009, and physically maltreated Complainant 3/adopted minor child on or on about November 15, 2009. Also, it was alleged that Officer B on three separate occasions in 2009 failed to summit a written report that she was under investigation by the Illinois Department of Children and Family Services (DCFS), made false reports to medical personnel and/or law enforcement officials during the course of several law enforcement investigations regarding abuse and/or neglect of the Complainants/adopted minor children, failed to seek timely medical treatment for Complainant 1/adopted minor child on an unspecified date between June and July of 2008, on April 29, 2009, one week prior to November 15, 2009, and one month prior to November 15, 2009, physically maltreated and/or failed to protect Complainant 1/adopted minor child from harm on an unspecified date between June and July of 2008, on approximately April 29, 2009, November 13, 2009, one week prior to November 15, 2009 and one month prior to November 15, 2009, physically maltreated and/or failed to protect Complainant 1/adopted minor child by failing to administer prescribed medication to him, physically maltreated and/or failed to protect Complainant 2/adopted minor child from harm on February 24, 2009 and on November 15, 2009, and physically maltreated and/or failed to protect Complainant 3/adopted minor child from harm on November 15, 2009.",1
100113,"In an incident involving eleven on-duty CPD Officers (Officer A, B, C, D, E, F, G, H, I, J, and K), a twelve Unknown on-duty CPD Officer, an on-duty Sergeant and the Complainant, it was alleged that Officer A struck the Complainant on the head while she was handcuffed and down on her knees, engaged in conduct that brought discredit upon the Chicago Police Department, failed to intervene to protect the Complainant from being verbally abused by Officer B, failed to report the misconduct committed by Officer B when he verbally abused the Complainant, failed to show his badge to the Complainant, grabbed the Complainant, pushed/threw the Complainant against a wall, pushed the Complainant onto a sofa, punched the Complainant, slapped the Complainant, kicked the Complainant, choked the Complainant, and handcuffed the Complainant too tightly on her wrists and ankles. It was alleged that Officer B verbally abused the Complainant, engaged in the above conduct that brought discredit upon the Chicago Police Department, and failed to show his badge to the Complainant. Officer C was alleged to have failed to intervene to protect the Complainant from being verbally abused by Officer B, failed to report the misconduct committed by Officer B when he verbally abused the Complainant, failed to show her badge to the Complainant, and handcuffed the Complainant too tightly on her wrists and ankles. Officers D, E, F, G, H, I, J, and K were alleged to have failed to intervene to protect the Complainant from being verbally abused by Officer B, failed to report misconduct committed by Officer B when he verbally abused the Complainant, and failed to show their badge to the Complainant. It was further alleged that the Sergeant failed to immediately intervene to protect the Complainant from being verbally abused by Officer B, failed to initiate a complaint register number in relation to the misconduct committed by Officer B when he verbally abused the Complainant and failed to show his badge to the Complainant. Finally, it was alleged that the Unknown Officer put a pillow on the Complainants face and directed profanities towards the Complainant.",0
